类别,中文名,英文名,模块,来源,引用次数,官方定义链接
航空 / 航天,分解版本,Breakdown_version,product_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_breakdown/sys/4_info_reqs.htm#product_breakdown_arm.breakdown_version
航空 / 航天,圆形路径,Circular_path,kinematic_motion_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.circular_path
航空 / 航天,类分解关联,Class_breakdown_association,specification_control,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/4_info_reqs.htm#specification_control_arm.class_breakdown_association
航空 / 航天,闭合组合曲线,Closed_composite_curve,basic_curve,ap242,1,https://www.steptools.com/stds/smrl/data/modules/basic_curve/sys/4_info_reqs.htm#basic_curve_arm.closed_composite_curve
航空 / 航天,组件上层级标识,Component_upper_level_identification,assembly_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/assembly_structure/sys/4_info_reqs.htm#assembly_structure_arm.component_upper_level_identification
航空 / 航天,组合曲线,Composite_curve,basic_curve,ap242,1,https://www.steptools.com/stds/smrl/data/modules/basic_curve/sys/4_info_reqs.htm#basic_curve_arm.composite_curve
航空 / 航天,组合曲线段,Composite_curve_segment,basic_curve,ap242,0,https://www.steptools.com/stds/smrl/data/modules/basic_curve/sys/4_info_reqs.htm#basic_curve_arm.composite_curve_segment
航空 / 航天,组合组形状元素,Composite_group_shape_element,shape_composition,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_composition/sys/4_info_reqs.htm#shape_composition_arm.composite_group_shape_element
航空 / 航天,组合可呈现文本,Composite_presentable_text,text_appearance,ap242,3,https://www.steptools.com/stds/smrl/data/modules/text_appearance/sys/4_info_reqs.htm#text_appearance_arm.composite_presentable_text
航空 / 航天,组合形状元素,Composite_shape_element,shape_composition,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_composition/sys/4_info_reqs.htm#shape_composition_arm.composite_shape_element
航空 / 航天,组合单位形状元素,Composite_unit_shape_element,shape_composition,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_composition/sys/4_info_reqs.htm#shape_composition_arm.composite_unit_shape_element
航空 / 航天,上下文相关运动学链接表示,Context_dependent_kinematic_link_representation,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.context_dependent_kinematic_link_representation
航空 / 航天,曲线基于路径,Curve_based_path,kinematic_motion_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.curve_based_path
航空 / 航天,曲线基于路径带定向,Curve_based_path_with_orientation,kinematic_motion_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.curve_based_path_with_orientation
航空 / 航天,曲线基于路径带定向与参数,Curve_based_path_with_orientation_and_parameters,kinematic_motion_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.curve_based_path_with_orientation_and_parameters
航空 / 航天,圆柱副,Cylindrical_pair,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.cylindrical_pair
航空 / 航天,圆柱副值,Cylindrical_pair_value,kinematic_state,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_state/sys/4_info_reqs.htm#kinematic_state_arm.cylindrical_pair_value
航空 / 航天,圆柱副带范围,Cylindrical_pair_with_range,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.cylindrical_pair_with_range
航空 / 航天,有效性受控装配定义,Effectivity_controlled_assembly_definition,item_definition_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/item_definition_structure/sys/4_info_reqs.htm#item_definition_structure_arm.effectivity_controlled_assembly_definition
航空 / 航天,显式组合孔,Explicit_composite_hole,mechanical_design_features_and_requirements,ap242,0,https://www.steptools.com/stds/smrl/data/modules/mechanical_design_features_and_requirements/sys/4_info_reqs.htm#mechanical_design_features_and_requirements_arm.explicit_composite_hole
航空 / 航天,完全受约束副,Fully_constrained_pair,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.fully_constrained_pair
航空 / 航天,功能分解,Functional_breakdown,functional_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/functional_breakdown/sys/4_info_reqs.htm#functional_breakdown_arm.functional_breakdown
航空 / 航天,功能分解上下文,Functional_breakdown_context,functional_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/functional_breakdown/sys/4_info_reqs.htm#functional_breakdown_arm.functional_breakdown_context
航空 / 航天,功能分解版本,Functional_breakdown_version,functional_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/functional_breakdown/sys/4_info_reqs.htm#functional_breakdown_arm.functional_breakdown_version
航空 / 航天,功能元素,Functional_element,functional_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/functional_breakdown/sys/4_info_reqs.htm#functional_breakdown_arm.functional_element
航空 / 航天,功能元素定义,Functional_element_definition,functional_breakdown,ap242,2,https://www.steptools.com/stds/smrl/data/modules/functional_breakdown/sys/4_info_reqs.htm#functional_breakdown_arm.functional_element_definition
航空 / 航天,功能元素用法,Functional_element_usage,functional_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/functional_breakdown/sys/4_info_reqs.htm#functional_breakdown_arm.functional_element_usage
航空 / 航天,功能元素版本,Functional_element_version,functional_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/functional_breakdown/sys/4_info_reqs.htm#functional_breakdown_arm.functional_element_version
航空 / 航天,齿轮副,Gear_pair,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.gear_pair
航空 / 航天,齿轮副值,Gear_pair_value,kinematic_state,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_state/sys/4_info_reqs.htm#kinematic_state_arm.gear_pair_value
航空 / 航天,齿轮副带范围,Gear_pair_with_range,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.gear_pair_with_range
航空 / 航天,几何表示上下文带参数,Geometric_representation_context_with_parameter,kinematic_motion_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.geometric_representation_context_with_parameter
航空 / 航天,高次序运动学副,High_order_kinematic_pair,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.high_order_kinematic_pair
航空 / 航天,等速副,Homokinetic_pair,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.homokinetic_pair
航空 / 航天,不完整引用标记,Incomplete_reference_marking,incomplete_data_reference_mechanism,ap242,0,https://www.steptools.com/stds/smrl/data/modules/incomplete_data_reference_mechanism/sys/4_info_reqs.htm#incomplete_data_reference_mechanism_arm.incomplete_reference_marking
航空 / 航天,插值配置表示,Interpolated_configuration_representation,kinematic_motion_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.interpolated_configuration_representation
航空 / 航天,插值配置段,Interpolated_configuration_segment,kinematic_motion_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.interpolated_configuration_segment
航空 / 航天,插值配置序列,Interpolated_configuration_sequence,kinematic_motion_representation,ap242,1,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.interpolated_configuration_sequence
航空 / 航天,项链接运动关系,Item_link_motion_relationship,kinematic_motion_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.item_link_motion_relationship
航空 / 航天,运动学分析一致性,Kinematic_analysis_consistency,kinematic_analysis_control_and_result,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_analysis_control_and_result/sys/4_info_reqs.htm#kinematic_analysis_control_and_result_arm.kinematic_analysis_consistency
航空 / 航天,运动学分析结果,Kinematic_analysis_result,kinematic_analysis_control_and_result,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_analysis_control_and_result/sys/4_info_reqs.htm#kinematic_analysis_control_and_result_arm.kinematic_analysis_result
航空 / 航天,运动学控制,Kinematic_control,kinematic_analysis_control_and_result,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_analysis_control_and_result/sys/4_info_reqs.htm#kinematic_analysis_control_and_result_arm.kinematic_control
航空 / 航天,运动副,Kinematic_joint,kinematic_topology,ap242,3,https://www.steptools.com/stds/smrl/data/modules/kinematic_topology/sys/4_info_reqs.htm#kinematic_topology_arm.kinematic_joint
航空 / 航天,运动学链接,Kinematic_link,kinematic_topology,ap242,2,https://www.steptools.com/stds/smrl/data/modules/kinematic_topology/sys/4_info_reqs.htm#kinematic_topology_arm.kinematic_link
航空 / 航天,运动学链接表示,Kinematic_link_representation,kinematic_structure,ap242,3,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.kinematic_link_representation
航空 / 航天,运动学链接表示关联,Kinematic_link_representation_association,kinematic_structure,ap242,2,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.kinematic_link_representation_association
航空 / 航天,运动学环,Kinematic_loop,kinematic_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_topology/sys/4_info_reqs.htm#kinematic_topology_arm.kinematic_loop
航空 / 航天,运动副对,Kinematic_pair,kinematic_structure,ap242,1,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.kinematic_pair
航空 / 航天,运动学路径,Kinematic_path,kinematic_motion_representation,ap242,2,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.kinematic_path
航空 / 航天,运动学路径定义按曲线,Kinematic_path_defined_by_curves,kinematic_motion_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.kinematic_path_defined_by_curves
航空 / 航天,运动学路径定义按节点,Kinematic_path_defined_by_nodes,kinematic_motion_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.kinematic_path_defined_by_nodes
航空 / 航天,运动学路径段,Kinematic_path_segment,kinematic_motion_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.kinematic_path_segment
航空 / 航天,运动学属性定义表示,Kinematic_property_definition_representation,kinematic_topology,ap242,1,https://www.steptools.com/stds/smrl/data/modules/kinematic_topology/sys/4_info_reqs.htm#kinematic_topology_arm.kinematic_property_definition_representation
航空 / 航天,运动学属性机构表示,Kinematic_property_mechanism_representation,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.kinematic_property_mechanism_representation
航空 / 航天,运动学属性拓扑表示,Kinematic_property_topology_representation,kinematic_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_topology/sys/4_info_reqs.htm#kinematic_topology_arm.kinematic_property_topology_representation
航空 / 航天,运动学拓扑有向结构,Kinematic_topology_directed_structure,kinematic_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_topology/sys/4_info_reqs.htm#kinematic_topology_arm.kinematic_topology_directed_structure
航空 / 航天,运动学拓扑网络结构,Kinematic_topology_network_structure,kinematic_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_topology/sys/4_info_reqs.htm#kinematic_topology_arm.kinematic_topology_network_structure
航空 / 航天,运动学拓扑结构,Kinematic_topology_structure,kinematic_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_topology/sys/4_info_reqs.htm#kinematic_topology_arm.kinematic_topology_structure
航空 / 航天,运动学拓扑子结构,Kinematic_topology_substructure,kinematic_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_topology/sys/4_info_reqs.htm#kinematic_topology_arm.kinematic_topology_substructure
航空 / 航天,运动学拓扑树结构,Kinematic_topology_tree_structure,kinematic_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_topology/sys/4_info_reqs.htm#kinematic_topology_arm.kinematic_topology_tree_structure
航空 / 航天,线性柔性与小齿轮副,Linear_flexible_and_pinion_pair,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.linear_flexible_and_pinion_pair
航空 / 航天,线性柔性与平面曲线副,Linear_flexible_and_planar_curve_pair,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.linear_flexible_and_planar_curve_pair
航空 / 航天,线性柔性链接表示,Linear_flexible_link_representation,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.linear_flexible_link_representation
航空 / 航天,线性路径,Linear_path,kinematic_motion_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.linear_path
航空 / 航天,链接运动关系,Link_motion_relationship,kinematic_motion_representation,ap242,1,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.link_motion_relationship
航空 / 航天,链接运动表示沿路径,Link_motion_representation_along_path,kinematic_motion_representation,ap242,1,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.link_motion_representation_along_path
航空 / 航天,链接运动变换,Link_motion_transformation,kinematic_motion_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.link_motion_transformation
航空 / 航天,低次序运动学副,Low_order_kinematic_pair,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.low_order_kinematic_pair
航空 / 航天,低次序运动学副带运动耦合,Low_order_kinematic_pair_with_motion_coupling,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.low_order_kinematic_pair_with_motion_coupling
航空 / 航天,机械设计沉孔孔实例在装配,Md_counterbore_hole_occurrence_in_assembly,mechanical_design_features_and_requirements,ap242,0,https://www.steptools.com/stds/smrl/data/modules/mechanical_design_features_and_requirements/sys/4_info_reqs.htm#mechanical_design_features_and_requirements_arm.md_counterbore_hole_occurrence_in_assembly
航空 / 航天,机械设计沉钻孔实例在装配,Md_counterdrill_hole_occurrence_in_assembly,mechanical_design_features_and_requirements,ap242,0,https://www.steptools.com/stds/smrl/data/modules/mechanical_design_features_and_requirements/sys/4_info_reqs.htm#mechanical_design_features_and_requirements_arm.md_counterdrill_hole_occurrence_in_assembly
航空 / 航天,机械设计锥形沉孔孔实例在装配,Md_countersink_hole_occurrence_in_assembly,mechanical_design_features_and_requirements,ap242,0,https://www.steptools.com/stds/smrl/data/modules/mechanical_design_features_and_requirements/sys/4_info_reqs.htm#mechanical_design_features_and_requirements_arm.md_countersink_hole_occurrence_in_assembly
航空 / 航天,机构表示,Mechanism_representation,kinematic_structure,ap242,3,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.mechanism_representation
航空 / 航天,机构状态表示,Mechanism_state_representation,kinematic_state,ap242,1,https://www.steptools.com/stds/smrl/data/modules/kinematic_state/sys/4_info_reqs.htm#kinematic_state_arm.mechanism_state_representation
航空 / 航天,多层级引用代号,Multi_level_reference_designator,assembly_structure,ap242,4,https://www.steptools.com/stds/smrl/data/modules/assembly_structure/sys/4_info_reqs.htm#assembly_structure_arm.multi_level_reference_designator
航空 / 航天,下一个装配用法,Next_assembly_usage,assembly_structure,ap242,2,https://www.steptools.com/stds/smrl/data/modules/assembly_structure/sys/4_info_reqs.htm#assembly_structure_arm.next_assembly_usage
航空 / 航天,有向关节,Oriented_joint,kinematic_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_topology/sys/4_info_reqs.htm#kinematic_topology_arm.oriented_joint
航空 / 航天,副表示关系,Pair_representation_relationship,kinematic_structure,ap242,2,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.pair_representation_relationship
航空 / 航天,副值,Pair_value,kinematic_state,ap242,1,https://www.steptools.com/stds/smrl/data/modules/kinematic_state/sys/4_info_reqs.htm#kinematic_state_arm.pair_value
航空 / 航天,路径节点,Path_node,kinematic_motion_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.path_node
航空 / 航天,路径参数表示,Path_parameter_representation,kinematic_motion_representation,ap242,1,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.path_parameter_representation
航空 / 航天,路径参数表示上下文,Path_parameter_representation_context,kinematic_motion_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.path_parameter_representation_context
航空 / 航天,物理分解,Physical_breakdown,physical_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/physical_breakdown/sys/4_info_reqs.htm#physical_breakdown_arm.physical_breakdown
航空 / 航天,物理分解上下文,Physical_breakdown_context,physical_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/physical_breakdown/sys/4_info_reqs.htm#physical_breakdown_arm.physical_breakdown_context
航空 / 航天,物理分解版本,Physical_breakdown_version,physical_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/physical_breakdown/sys/4_info_reqs.htm#physical_breakdown_arm.physical_breakdown_version
航空 / 航天,物理元素,Physical_element,physical_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/physical_breakdown/sys/4_info_reqs.htm#physical_breakdown_arm.physical_element
航空 / 航天,物理元素定义,Physical_element_definition,physical_breakdown,ap242,4,https://www.steptools.com/stds/smrl/data/modules/physical_breakdown/sys/4_info_reqs.htm#physical_breakdown_arm.physical_element_definition
航空 / 航天,物理元素放置,Physical_element_placement,product_placement,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_placement/sys/4_info_reqs.htm#product_placement_arm.physical_element_placement
航空 / 航天,物理元素用法,Physical_element_usage,physical_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/physical_breakdown/sys/4_info_reqs.htm#physical_breakdown_arm.physical_element_usage
航空 / 航天,物理元素版本,Physical_element_version,physical_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/physical_breakdown/sys/4_info_reqs.htm#physical_breakdown_arm.physical_element_version
航空 / 航天,平面曲线副,Planar_curve_pair,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.planar_curve_pair
航空 / 航天,平面曲线副范围,Planar_curve_pair_range,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.planar_curve_pair_range
航空 / 航天,平面副,Planar_pair,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.planar_pair
航空 / 航天,平面副值,Planar_pair_value,kinematic_state,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_state/sys/4_info_reqs.htm#kinematic_state_arm.planar_pair_value
航空 / 航天,平面副带范围,Planar_pair_with_range,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.planar_pair_with_range
航空 / 航天,点在平面曲线副,Point_on_planar_curve_pair,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.point_on_planar_curve_pair
航空 / 航天,点在平面曲线副值,Point_on_planar_curve_pair_value,kinematic_state,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_state/sys/4_info_reqs.htm#kinematic_state_arm.point_on_planar_curve_pair_value
航空 / 航天,点在平面曲线副带范围,Point_on_planar_curve_pair_with_range,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.point_on_planar_curve_pair_with_range
航空 / 航天,点在曲面副,Point_on_surface_pair,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.point_on_surface_pair
航空 / 航天,点在曲面副值,Point_on_surface_pair_value,kinematic_state,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_state/sys/4_info_reqs.htm#kinematic_state_arm.point_on_surface_pair_value
航空 / 航天,点在曲面副带范围,Point_on_surface_pair_with_range,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.point_on_surface_pair_with_range
航空 / 航天,点到点路径,Point_to_point_path,kinematic_motion_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.point_to_point_path
航空 / 航天,规定路径,Prescribed_path,kinematic_analysis_control_and_result,ap242,1,https://www.steptools.com/stds/smrl/data/modules/kinematic_analysis_control_and_result/sys/4_info_reqs.htm#kinematic_analysis_control_and_result_arm.prescribed_path
航空 / 航天,棱柱副,Prismatic_pair,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.prismatic_pair
航空 / 航天,棱柱副值,Prismatic_pair_value,kinematic_state,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_state/sys/4_info_reqs.htm#kinematic_state_arm.prismatic_pair_value
航空 / 航天,棱柱副带范围,Prismatic_pair_with_range,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.prismatic_pair_with_range
航空 / 航天,产品定义元素关系,Product_definition_element_relationship,product_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_breakdown/sys/4_info_reqs.htm#product_breakdown_arm.product_definition_element_relationship
航空 / 航天,产品定义运动学,Product_definition_kinematics,kinematic_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_topology/sys/4_info_reqs.htm#kinematic_topology_arm.product_definition_kinematics
航空 / 航天,产品定义关系运动学,Product_definition_relationship_kinematics,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.product_definition_relationship_kinematics
航空 / 航天,产品实例定义关系,Product_occurrence_definition_relationship,assembly_structure,ap242,6,https://www.steptools.com/stds/smrl/data/modules/assembly_structure/sys/4_info_reqs.htm#assembly_structure_arm.product_occurrence_definition_relationship
航空 / 航天,产品结构链接运动关联,Product_structure_link_motion_association,kinematic_motion_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_motion_representation/sys/4_info_reqs.htm#kinematic_motion_representation_arm.product_structure_link_motion_association
航空 / 航天,承诺性用法,Promissory_usage,assembly_structure,ap242,1,https://www.steptools.com/stds/smrl/data/modules/assembly_structure/sys/4_info_reqs.htm#assembly_structure_arm.promissory_usage
航空 / 航天,齿条与小齿轮副,Rack_and_pinion_pair,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.rack_and_pinion_pair
