类别,中文名,英文名,模块,来源,引用次数,官方定义链接
领域专家（业务 / 管理）,增材制造工件设置,Additive_manufacturing_workpiece_setup,additive_manufacturing_part_and_build_information,ap242,1,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.additive_manufacturing_workpiece_setup
领域专家（业务 / 管理）,增材制造工作计划,Additive_manufacturing_workplan,additive_manufacturing_part_and_build_information,ap242,0,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.additive_manufacturing_workplan
领域专家（业务 / 管理）,增材制造X方向元素,Additive_manufacturing_x_direction_element,additive_manufacturing_part_and_build_information,ap242,0,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.additive_manufacturing_x_direction_element
领域专家（业务 / 管理）,地址,Address,person_organization,ap242,1,https://www.steptools.com/stds/smrl/data/modules/person_organization/sys/4_info_reqs.htm#person_organization_arm.address
领域专家（业务 / 管理）,地址赋值,Address_assignment,person_organization,ap242,2,https://www.steptools.com/stds/smrl/data/modules/person_organization/sys/4_info_reqs.htm#person_organization_arm.address_assignment
领域专家（业务 / 管理）,受影响项赋值,Affected_items_assignment,work_request,ap242,2,https://www.steptools.com/stds/smrl/data/modules/work_request/sys/4_info_reqs.htm#work_request_arm.affected_items_assignment
领域专家（业务 / 管理）,别名标识,Alias_identification,alias_identification,ap242,1,https://www.steptools.com/stds/smrl/data/modules/alias_identification/sys/4_info_reqs.htm#alias_identification_arm.alias_identification
领域专家（业务 / 管理）,交替零件关系,Alternate_part_relationship,product_structure,ap242,1,https://www.steptools.com/stds/smrl/data/modules/product_structure/sys/4_info_reqs.htm#product_structure_arm.alternate_part_relationship
领域专家（业务 / 管理）,交替产品关系,Alternate_product_relationship,product_replacement,ap242,2,https://www.steptools.com/stds/smrl/data/modules/product_replacement/sys/4_info_reqs.htm#product_replacement_arm.alternate_product_relationship
领域专家（业务 / 管理）,备选解,Alternative_solution,alternative_solution,ap242,2,https://www.steptools.com/stds/smrl/data/modules/alternative_solution/sys/4_info_reqs.htm#alternative_solution_arm.alternative_solution
领域专家（业务 / 管理）,备选解关系,Alternative_solution_relationship,alternative_solution,ap242,0,https://www.steptools.com/stds/smrl/data/modules/alternative_solution/sys/4_info_reqs.htm#alternative_solution_arm.alternative_solution_relationship
领域专家（业务 / 管理）,标注实例关联性,Annotation_occurrence_associativity,associative_draughting_elements,ap242,0,https://www.steptools.com/stds/smrl/data/modules/associative_draughting_elements/sys/4_info_reqs.htm#associative_draughting_elements_arm.annotation_occurrence_associativity
领域专家（业务 / 管理）,标注占位符实例,Annotation_placeholder_occurrence,dimension_and_tolerance_callouts,ap242,1,https://www.steptools.com/stds/smrl/data/modules/dimension_and_tolerance_callouts/sys/4_info_reqs.htm#dimension_and_tolerance_callouts_arm.annotation_placeholder_occurrence
领域专家（业务 / 管理）,标注文本实例,Annotation_text_occurrence,associative_text,ap242,2,https://www.steptools.com/stds/smrl/data/modules/associative_text/sys/4_info_reqs.htm#associative_text_arm.annotation_text_occurrence
领域专家（业务 / 管理）,应用活动赋值,Applied_activity_assignment,activity,ap242,6,https://www.steptools.com/stds/smrl/data/modules/activity/sys/4_info_reqs.htm#activity_arm.applied_activity_assignment
领域专家（业务 / 管理）,应用活动方法赋值,Applied_activity_method_assignment,activity_method_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/activity_method_assignment/sys/4_info_reqs.htm#activity_method_assignment_arm.applied_activity_method_assignment
领域专家（业务 / 管理）,应用独立活动属性,Applied_independent_activity_property,process_property_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/process_property_assignment/sys/4_info_reqs.htm#process_property_assignment_arm.applied_independent_activity_property
领域专家（业务 / 管理）,应用独立材料属性,Applied_independent_material_property,generic_material_aspects,ap242,0,https://www.steptools.com/stds/smrl/data/modules/generic_material_aspects/sys/4_info_reqs.htm#generic_material_aspects_arm.applied_independent_material_property
领域专家（业务 / 管理）,应用独立属性,Applied_independent_property,property_assignment,ap242,2,https://www.steptools.com/stds/smrl/data/modules/property_assignment/sys/4_info_reqs.htm#property_assignment_arm.applied_independent_property
领域专家（业务 / 管理）,应用独立属性关系,Applied_independent_property_relationship,property_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/property_assignment/sys/4_info_reqs.htm#property_assignment_arm.applied_independent_property_relationship
领域专家（业务 / 管理）,应用信息用法右,Applied_information_usage_right,information_rights,ap242,1,https://www.steptools.com/stds/smrl/data/modules/information_rights/sys/4_info_reqs.htm#information_rights_arm.applied_information_usage_right
领域专家（业务 / 管理）,批准,Approval,approval,ap242,8,https://www.steptools.com/stds/smrl/data/modules/approval/sys/4_info_reqs.htm#approval_arm.approval
领域专家（业务 / 管理）,批准赋值,Approval_assignment,approval,ap242,2,https://www.steptools.com/stds/smrl/data/modules/approval/sys/4_info_reqs.htm#approval_arm.approval_assignment
领域专家（业务 / 管理）,批准关系,Approval_relationship,approval,ap242,3,https://www.steptools.com/stds/smrl/data/modules/approval/sys/4_info_reqs.htm#approval_arm.approval_relationship
领域专家（业务 / 管理）,批准状态,Approval_status,approval,ap242,4,https://www.steptools.com/stds/smrl/data/modules/approval/sys/4_info_reqs.htm#approval_arm.approval_status
领域专家（业务 / 管理）,批准人员组织,Approving_person_organization,approval,ap242,2,https://www.steptools.com/stds/smrl/data/modules/approval/sys/4_info_reqs.htm#approval_arm.approving_person_organization
领域专家（业务 / 管理）,装配零件关联,Assembled_part_association,item_definition_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/item_definition_structure/sys/4_info_reqs.htm#item_definition_structure_arm.assembled_part_association
领域专家（业务 / 管理）,装配组件关系,Assembly_component_relationship,assembly_structure,ap242,10,https://www.steptools.com/stds/smrl/data/modules/assembly_structure/sys/4_info_reqs.htm#assembly_structure_arm.assembly_component_relationship
领域专家（业务 / 管理）,装配定义,Assembly_definition,item_definition_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/item_definition_structure/sys/4_info_reqs.htm#item_definition_structure_arm.assembly_definition
领域专家（业务 / 管理）,装配关系替换,Assembly_relationship_substitution,product_replacement,ap242,1,https://www.steptools.com/stds/smrl/data/modules/product_replacement/sys/4_info_reqs.htm#product_replacement_arm.assembly_relationship_substitution
领域专家（业务 / 管理）,赋值文档属性,Assigned_document_property,document_properties,ap242,0,https://www.steptools.com/stds/smrl/data/modules/document_properties/sys/4_info_reqs.htm#document_properties_arm.assigned_document_property
领域专家（业务 / 管理）,赋值属性,Assigned_property,property_assignment,ap242,9,https://www.steptools.com/stds/smrl/data/modules/property_assignment/sys/4_info_reqs.htm#property_assignment_arm.assigned_property
领域专家（业务 / 管理）,赋值形状属性,Assigned_shape_property,shape_property_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_property_assignment/sys/4_info_reqs.htm#shape_property_assignment_arm.assigned_shape_property
领域专家（业务 / 管理）,属性分类,Attribute_classification,attribute_classification,ap242,0,https://www.steptools.com/stds/smrl/data/modules/attribute_classification/sys/4_info_reqs.htm#attribute_classification_arm.attribute_classification
领域专家（业务 / 管理）,属性平移赋值,Attribute_translation_assignment,multi_linguism,ap242,0,https://www.steptools.com/stds/smrl/data/modules/multi_linguism/sys/4_info_reqs.htm#multi_linguism_arm.attribute_translation_assignment
领域专家（业务 / 管理）,基本圆孔,Basic_round_hole,mechanical_design_features_and_requirements,ap242,1,https://www.steptools.com/stds/smrl/data/modules/mechanical_design_features_and_requirements/sys/4_info_reqs.htm#mechanical_design_features_and_requirements_arm.basic_round_hole
领域专家（业务 / 管理）,基本圆孔实例,Basic_round_hole_occurrence,mechanical_design_features_and_requirements,ap242,0,https://www.steptools.com/stds/smrl/data/modules/mechanical_design_features_and_requirements/sys/4_info_reqs.htm#mechanical_design_features_and_requirements_arm.basic_round_hole_occurrence
领域专家（业务 / 管理）,基本圆孔实例在装配,Basic_round_hole_occurrence_in_assembly,mechanical_design_features_and_requirements,ap242,0,https://www.steptools.com/stds/smrl/data/modules/mechanical_design_features_and_requirements/sys/4_info_reqs.htm#mechanical_design_features_and_requirements_arm.basic_round_hole_occurrence_in_assembly
领域专家（业务 / 管理）,分解,Breakdown,product_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_breakdown/sys/4_info_reqs.htm#product_breakdown_arm.breakdown
领域专家（业务 / 管理）,分解上下文,Breakdown_context,product_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_breakdown/sys/4_info_reqs.htm#product_breakdown_arm.breakdown_context
领域专家（业务 / 管理）,分解元素,Breakdown_element,product_breakdown,ap242,1,https://www.steptools.com/stds/smrl/data/modules/product_breakdown/sys/4_info_reqs.htm#product_breakdown_arm.breakdown_element
领域专家（业务 / 管理）,分解元素定义,Breakdown_element_definition,product_breakdown,ap242,2,https://www.steptools.com/stds/smrl/data/modules/product_breakdown/sys/4_info_reqs.htm#product_breakdown_arm.breakdown_element_definition
领域专家（业务 / 管理）,分解元素实现,Breakdown_element_realization,product_breakdown,ap242,1,https://www.steptools.com/stds/smrl/data/modules/product_breakdown/sys/4_info_reqs.htm#product_breakdown_arm.breakdown_element_realization
领域专家（业务 / 管理）,分解元素用法,Breakdown_element_usage,product_breakdown,ap242,2,https://www.steptools.com/stds/smrl/data/modules/product_breakdown/sys/4_info_reqs.htm#product_breakdown_arm.breakdown_element_usage
领域专家（业务 / 管理）,分解元素版本,Breakdown_element_version,product_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_breakdown/sys/4_info_reqs.htm#product_breakdown_arm.breakdown_element_version
领域专家（业务 / 管理）,分解节点关系,Breakdown_node_relationship,specification_control,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/4_info_reqs.htm#specification_control_arm.breakdown_node_relationship
领域专家（业务 / 管理）,分解的,Breakdown_of,product_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_breakdown/sys/4_info_reqs.htm#product_breakdown_arm.breakdown_of
领域专家（业务 / 管理）,分解版本,Breakdown_version,product_breakdown,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_breakdown/sys/4_info_reqs.htm#product_breakdown_arm.breakdown_version
领域专家（业务 / 管理）,构建平台定义,Build_platform_definition,additive_manufacturing_part_and_build_information,ap242,0,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.build_platform_definition
领域专家（业务 / 管理）,构建体积,Build_volume,additive_manufacturing_part_and_build_information,ap242,1,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.build_volume
领域专家（业务 / 管理）,日历日期,Calendar_date,date_time,ap242,3,https://www.steptools.com/stds/smrl/data/modules/date_time/sys/4_info_reqs.htm#date_time_arm.calendar_date
领域专家（业务 / 管理）,认证,Certification,certification,ap242,5,https://www.steptools.com/stds/smrl/data/modules/certification/sys/4_info_reqs.htm#certification_arm.certification
领域专家（业务 / 管理）,认证赋值,Certification_assignment,certification,ap242,2,https://www.steptools.com/stds/smrl/data/modules/certification/sys/4_info_reqs.htm#certification_arm.certification_assignment
领域专家（业务 / 管理）,圆形构建体积,Circular_build_volume,additive_manufacturing_part_and_build_information,ap242,0,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.circular_build_volume
领域专家（业务 / 管理）,圆形闭合轮廓,Circular_closed_profile,machining_features,ap242,4,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.circular_closed_profile
领域专家（业务 / 管理）,圆形闭合形状轮廓,Circular_closed_shape_profile,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.circular_closed_shape_profile
领域专家（业务 / 管理）,类,Class,class,ap242,1,https://www.steptools.com/stds/smrl/data/modules/class/sys/4_info_reqs.htm#class_arm.class
领域专家（业务 / 管理）,类分解关联,Class_breakdown_association,specification_control,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/4_info_reqs.htm#specification_control_arm.class_breakdown_association
领域专家（业务 / 管理）,类按扩展,Class_by_extension,class,ap242,0,https://www.steptools.com/stds/smrl/data/modules/class/sys/4_info_reqs.htm#class_arm.class_by_extension
领域专家（业务 / 管理）,类按内涵,Class_by_intension,class,ap242,0,https://www.steptools.com/stds/smrl/data/modules/class/sys/4_info_reqs.htm#class_arm.class_by_intension
领域专家（业务 / 管理）,类类别关联,Class_category_association,product_class,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_class/sys/4_info_reqs.htm#product_class_arm.class_category_association
领域专家（业务 / 管理）,类条件关联,Class_condition_association,product_class,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_class/sys/4_info_reqs.htm#product_class_arm.class_condition_association
领域专家（业务 / 管理）,类层次,Class_hierarchy,classification_with_attributes,ap242,0,https://www.steptools.com/stds/smrl/data/modules/classification_with_attributes/sys/4_info_reqs.htm#classification_with_attributes_arm.class_hierarchy
领域专家（业务 / 管理）,类包含关联,Class_inclusion_association,product_class,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_class/sys/4_info_reqs.htm#product_class_arm.class_inclusion_association
领域专家（业务 / 管理）,类规范关联,Class_specification_association,product_class,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_class/sys/4_info_reqs.htm#product_class_arm.class_specification_association
领域专家（业务 / 管理）,类带属性,Class_with_attributes,classification_with_attributes,ap242,3,https://www.steptools.com/stds/smrl/data/modules/classification_with_attributes/sys/4_info_reqs.htm#classification_with_attributes_arm.class_with_attributes
领域专家（业务 / 管理）,分类赋值,Classification_assignment,classification_assignment,ap242,1,https://www.steptools.com/stds/smrl/data/modules/classification_assignment/sys/4_info_reqs.htm#classification_assignment_arm.classification_assignment
领域专家（业务 / 管理）,分类赋值关系,Classification_assignment_relationship,classification_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/classification_assignment/sys/4_info_reqs.htm#classification_assignment_arm.classification_assignment_relationship
领域专家（业务 / 管理）,分类关联,Classification_association,classification_with_attributes,ap242,1,https://www.steptools.com/stds/smrl/data/modules/classification_with_attributes/sys/4_info_reqs.htm#classification_with_attributes_arm.classification_association
领域专家（业务 / 管理）,分类属性,Classification_attribute,classification_with_attributes,ap242,0,https://www.steptools.com/stds/smrl/data/modules/classification_with_attributes/sys/4_info_reqs.htm#classification_with_attributes_arm.classification_attribute
领域专家（业务 / 管理）,分类系统,Classification_system,classification_with_attributes,ap242,0,https://www.steptools.com/stds/smrl/data/modules/classification_with_attributes/sys/4_info_reqs.htm#classification_with_attributes_arm.classification_system
领域专家（业务 / 管理）,闭合轮廓,Closed_profile,machining_features,ap242,3,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.closed_profile
领域专家（业务 / 管理）,收集项关联,Collected_item_association,part_collection,ap242,1,https://www.steptools.com/stds/smrl/data/modules/part_collection/sys/4_info_reqs.htm#part_collection_arm.collected_item_association
领域专家（业务 / 管理）,集合定义,Collection_definition,part_collection,ap242,0,https://www.steptools.com/stds/smrl/data/modules/part_collection/sys/4_info_reqs.htm#part_collection_arm.collection_definition
领域专家（业务 / 管理）,复合节点关系,Complex_node_relationship,specification_control,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/4_info_reqs.htm#specification_control_arm.complex_node_relationship
领域专家（业务 / 管理）,组件上层级标识,Component_upper_level_identification,assembly_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/assembly_structure/sys/4_info_reqs.htm#assembly_structure_arm.component_upper_level_identification
领域专家（业务 / 管理）,组合组形状元素,Composite_group_shape_element,shape_composition,ap242,0,https://www.steptools.com/stds/smrl/data/modules/shape_composition/sys/4_info_reqs.htm#shape_composition_arm.composite_group_shape_element
领域专家（业务 / 管理）,配置,Configuration,specification_based_configuration,ap242,1,https://www.steptools.com/stds/smrl/data/modules/specification_based_configuration/sys/4_info_reqs.htm#specification_based_configuration_arm.configuration
领域专家（业务 / 管理）,上下文相关运动学链接表示,Context_dependent_kinematic_link_representation,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.context_dependent_kinematic_link_representation
领域专家（业务 / 管理）,合同,Contract,contract,ap242,8,https://www.steptools.com/stds/smrl/data/modules/contract/sys/4_info_reqs.htm#contract_arm.contract
领域专家（业务 / 管理）,合同赋值,Contract_assignment,contract,ap242,1,https://www.steptools.com/stds/smrl/data/modules/contract/sys/4_info_reqs.htm#contract_arm.contract_assignment
领域专家（业务 / 管理）,合同关系,Contract_relationship,contract,ap242,0,https://www.steptools.com/stds/smrl/data/modules/contract/sys/4_info_reqs.htm#contract_arm.contract_relationship
领域专家（业务 / 管理）,转换基于单位,Conversion_based_unit,value_with_unit,ap242,1,https://www.steptools.com/stds/smrl/data/modules/value_with_unit/sys/4_info_reqs.htm#value_with_unit_arm.conversion_based_unit
领域专家（业务 / 管理）,相关属性,Correlated_property,characteristic,ap242,0,https://www.steptools.com/stds/smrl/data/modules/characteristic/sys/4_info_reqs.htm#characteristic_arm.correlated_property
领域专家（业务 / 管理）,圆柱副,Cylindrical_pair,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.cylindrical_pair
领域专家（业务 / 管理）,圆柱副带范围,Cylindrical_pair_with_range,kinematic_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/kinematic_structure/sys/4_info_reqs.htm#kinematic_structure_arm.cylindrical_pair_with_range
领域专家（业务 / 管理）,数据环境,Data_environment,generic_material_aspects,ap242,0,https://www.steptools.com/stds/smrl/data/modules/generic_material_aspects/sys/4_info_reqs.htm#generic_material_aspects_arm.data_environment
领域专家（业务 / 管理）,日期,Date,extended_date,ap242,1,https://www.steptools.com/stds/smrl/data/modules/extended_date/sys/4_info_reqs.htm#extended_date_arm.date
领域专家（业务 / 管理）,日期或日期时间赋值,Date_or_date_time_assignment,date_time_assignment,ap242,9,https://www.steptools.com/stds/smrl/data/modules/date_time_assignment/sys/4_info_reqs.htm#date_time_assignment_arm.date_or_date_time_assignment
领域专家（业务 / 管理）,日期时间,Date_time,date_time,ap242,6,https://www.steptools.com/stds/smrl/data/modules/date_time/sys/4_info_reqs.htm#date_time_arm.date_time
领域专家（业务 / 管理）,日期时间表示项,Date_time_representation_item,basic_data_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/basic_data_representation/sys/4_info_reqs.htm#basic_data_representation_arm.date_time_representation_item
领域专家（业务 / 管理）,注明日期配置,Dated_configuration,manufacturing_configuration_effectivity,ap242,0,https://www.steptools.com/stds/smrl/data/modules/manufacturing_configuration_effectivity/sys/4_info_reqs.htm#manufacturing_configuration_effectivity_arm.dated_configuration
领域专家（业务 / 管理）,注明日期有效性,Dated_effectivity,effectivity,ap242,0,https://www.steptools.com/stds/smrl/data/modules/effectivity/sys/4_info_reqs.htm#effectivity_arm.dated_effectivity
领域专家（业务 / 管理）,基准引用格,Datum_reference_compartment,datum_and_datum_systems,ap242,1,https://www.steptools.com/stds/smrl/data/modules/datum_and_datum_systems/sys/4_info_reqs.htm#datum_and_datum_systems_arm.datum_reference_compartment
领域专家（业务 / 管理）,默认形状属性,Default_shape_property,default_setting_association,ap242,0,https://www.steptools.com/stds/smrl/data/modules/default_setting_association/sys/4_info_reqs.htm#default_setting_association_arm.default_shape_property
领域专家（业务 / 管理）,定义基于产品实例,Definition_based_product_occurrence,product_occurrence,ap242,0,https://www.steptools.com/stds/smrl/data/modules/product_occurrence/sys/4_info_reqs.htm#product_occurrence_arm.definition_based_product_occurrence
领域专家（业务 / 管理）,定义性零件视图用法,Definitional_part_view_usage,part_definition_relationship,ap242,0,https://www.steptools.com/stds/smrl/data/modules/part_definition_relationship/sys/4_info_reqs.htm#part_definition_relationship_arm.definitional_part_view_usage
领域专家（业务 / 管理）,描述文档属性,Descriptive_document_property,document_properties,ap242,1,https://www.steptools.com/stds/smrl/data/modules/document_properties/sys/4_info_reqs.htm#document_properties_arm.descriptive_document_property
领域专家（业务 / 管理）,设计约束关联,Design_constraint_association,specification_control,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/4_info_reqs.htm#specification_control_arm.design_constraint_association
领域专家（业务 / 管理）,设计约束上下文关联,Design_constraint_context_association,specification_control,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/4_info_reqs.htm#specification_control_arm.design_constraint_context_association
领域专家（业务 / 管理）,设计约束定义,Design_constraint_definition,specification_control,ap242,2,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/4_info_reqs.htm#specification_control_arm.design_constraint_definition
领域专家（业务 / 管理）,设计规范,Design_specification,specification_document,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_document/sys/4_info_reqs.htm#specification_document_arm.design_specification
领域专家（业务 / 管理）,数字文档定义,Digital_document_definition,document_definition,ap242,7,https://www.steptools.com/stds/smrl/data/modules/document_definition/sys/4_info_reqs.htm#document_definition_arm.digital_document_definition
领域专家（业务 / 管理）,数字文件,Digital_file,file_identification,ap242,8,https://www.steptools.com/stds/smrl/data/modules/file_identification/sys/4_info_reqs.htm#file_identification_arm.digital_file
领域专家（业务 / 管理）,尺寸曲线终止符到投影曲线关联性,Dimension_curve_terminator_to_projection_curve_associativity,dimension_and_tolerance_callouts,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_and_tolerance_callouts/sys/4_info_reqs.htm#dimension_and_tolerance_callouts_arm.dimension_curve_terminator_to_projection_curve_associativity
领域专家（业务 / 管理）,有向活动,Directed_activity,work_order,ap242,2,https://www.steptools.com/stds/smrl/data/modules/work_order/sys/4_info_reqs.htm#work_order_arm.directed_activity
领域专家（业务 / 管理）,有向活动项赋值,Directed_activity_items_assignment,work_order,ap242,0,https://www.steptools.com/stds/smrl/data/modules/work_order/sys/4_info_reqs.htm#work_order_arm.directed_activity_items_assignment
领域专家（业务 / 管理）,文档,Document,document_and_version_identification,ap242,6,https://www.steptools.com/stds/smrl/data/modules/document_and_version_identification/sys/4_info_reqs.htm#document_and_version_identification_arm.document
领域专家（业务 / 管理）,文档赋值,Document_assignment,document_assignment,ap242,3,https://www.steptools.com/stds/smrl/data/modules/document_assignment/sys/4_info_reqs.htm#document_assignment_arm.document_assignment
领域专家（业务 / 管理）,文档定义,Document_definition,document_definition,ap242,7,https://www.steptools.com/stds/smrl/data/modules/document_definition/sys/4_info_reqs.htm#document_definition_arm.document_definition
领域专家（业务 / 管理）,文档定义关系,Document_definition_relationship,document_structure,ap242,4,https://www.steptools.com/stds/smrl/data/modules/document_structure/sys/4_info_reqs.htm#document_structure_arm.document_definition_relationship
领域专家（业务 / 管理）,文档位置标识,Document_location_identification,document_definition,ap242,0,https://www.steptools.com/stds/smrl/data/modules/document_definition/sys/4_info_reqs.htm#document_definition_arm.document_location_identification
